Latitude,Longitude,wnv_species,WnvPresent,month,year,week,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Sunrise,Sunset,SnowFall
41.862292,-87.64886,1.0,0,5,2007,22,132.0,92.5,112.5,87.5,98.0,0.0,15.0,0.0,44.11,45.155,8.7,26.0,10.2,15660,69420,0.0
41.896282,-87.655232,1.0,0,5,2007,22,132.0,92.5,112.5,87.5,98.0,0.0,15.0,0.0,44.11,45.155,8.7,26.0,10.2,15660,69420,0.0
41.867108,-87.654224,3.0,0,5,2007,22,132.0,92.5,112.5,87.5,98.0,0.0,15.0,0.0,44.11,45.155,8.7,26.0,10.2,15660,69420,0.0
41.867108,-87.654224,1.0,0,5,2007,22,132.0,92.5,112.5,87.5,98.0,0.0,15.0,0.0,44.11,45.155,8.7,26.0,10.2,15660,69420,0.0
41.907645,-87.760886,1.0,0,5,2007,22,132.0,92.5,112.5,87.5,98.0,0.0,15.0,0.0,44.11,45.155,8.7,26.0,10.2,15660,69420,0.0
41.9216,-87.666455,1.0,0,5,2007,22,132.0,92.5,112.5,87.5,98.0,0.0,15.0,0.0,44.11,45.155,8.7,26.0,10.2,15660,69420,0.0
41.720848,-87.666014,1.0,0,5,2007,22,132.0,92.5,112.5,87.5,98.0,0.0,15.0,0.0,44.11,45.155,8.7,26.0,10.2,15660,69420,0.0
41.919343,-87.694259,3.0,0,5,2007,22,132.0,92.5,112.5,87.5,98.0,0.0,15.0,0.0,44.11,45.155,8.7,26.0,10.2,15660,69420,0.0
41.921965,-87.632085,3.0,0,5,2007,22,132.0,92.5,112.5,87.5,98.0,0.0,15.0,0.0,44.11,45.155,8.7,26.0,10.2,15660,69420,0.0
41.921965,-87.632085,1.0,0,5,2007,22,132.0,92.5,112.5,87.5,98.0,0.0,15.0,0.0,44.11,45.155,8.7,26.0,10.2,15660,69420,0.0
41.688324,-87.676709,3.0,0,5,2007,22,132.0,92.5,112.5,87.5,98.0,0.0,15.0,0.0,44.11,45.155,8.7,26.0,10.2,15660,69420,0.0
41.688324,-87.676709,1.0,0,5,2007,22,132.0,92.5,112.5,87.5,98.0,0.0,15.0,0.0,44.11,45.155,8.7,26.0,10.2,15660,69420,0.0
41.731922,-87.677512,2.0,0,5,2007,22,132.0,92.5,112.5,87.5,98.0,0.0,15.0,0.0,44.11,45.155,8.7,26.0,10.2,15660,69420,0.0
41.731922,-87.677512,1.0,0,5,2007,22,132.0,92.5,112.5,87.5,98.0,0.0,15.0,0.0,44.11,45.155,8.7,26.0,10.2,15660,69420,0.0
41.891118,-87.65449100000001,1.0,0,5,2007,22,132.0,92.5,112.5,87.5,98.0,0.0,15.0,0.0,44.11,45.155,8.7,26.0,10.2,15660,69420,0.0
41.95469,-87.800991,3.0,0,5,2007,22,132.0,92.5,112.5,87.5,98.0,0.0,15.0,0.0,44.11,45.155,8.7,26.0,10.2,15660,69420,0.0
41.95469,-87.800991,1.0,0,5,2007,22,132.0,92.5,112.5,87.5,98.0,0.0,15.0,0.0,44.11,45.155,8.7,26.0,10.2,15660,69420,0.0
41.891126,-87.61156,3.0,0,5,2007,22,132.0,92.5,112.5,87.5,98.0,0.0,15.0,0.0,44.11,45.155,8.7,26.0,10.2,15660,69420,0.0
41.891126,-87.61156,1.0,0,5,2007,22,132.0,92.5,112.5,87.5,98.0,0.0,15.0,0.0,44.11,45.155,8.7,26.0,10.2,15660,69420,0.0
41.994991,-87.769279,1.0,0,5,2007,22,132.0,92.5,112.5,87.5,98.0,0.0,15.0,0.0,44.11,45.155,8.7,26.0,10.2,15660,69420,0.0
41.999128999999996,-87.795585,3.0,0,5,2007,22,132.0,92.5,112.5,87.5,98.0,0.0,15.0,0.0,44.11,45.155,8.7,26.0,10.2,15660,69420,0.0
42.01743,-87.68776899999999,3.0,0,5,2007,22,132.0,92.5,112.5,87.5,98.0,0.0,15.0,0.0,44.11,45.155,8.7,26.0,10.2,15660,69420,0.0
41.974089,-87.824812,3.0,0,5,2007,22,132.0,92.5,112.5,87.5,98.0,0.0,15.0,0.0,44.11,45.155,8.7,26.0,10.2,15660,69420,0.0
41.974089,-87.824812,1.0,0,5,2007,22,132.0,92.5,112.5,87.5,98.0,0.0,15.0,0.0,44.11,45.155,8.7,26.0,10.2,15660,69420,0.0
41.732984,-87.649642,1.0,0,5,2007,22,132.0,92.5,112.5,87.5,98.0,0.0,15.0,0.0,44.11,45.155,8.7,26.0,10.2,15660,69420,0.0
41.723195000000004,-87.64997,1.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.868077,-87.666901,3.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.868077,-87.666901,1.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.869215999999994,-87.627561,3.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.896282,-87.655232,1.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.867108,-87.654224,2.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.867108,-87.654224,3.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.867108,-87.654224,1.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.906638,-87.701431,1.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.907645,-87.760886,1.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.994469,-87.667736,3.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.9216,-87.666455,2.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.9216,-87.666455,3.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.9216,-87.666455,1.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.720848,-87.666014,3.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
42.006858,-87.675919,1.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.918704999999996,-87.752329,1.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.919343,-87.694259,3.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.919343,-87.694259,1.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.921965,-87.632085,1.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.688324,-87.676709,1.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.731922,-87.677512,2.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.731922,-87.677512,3.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.731922,-87.677512,1.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.846075,-87.716277,1.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.891118,-87.65449100000001,1.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.932094,-87.700117,1.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.682587,-87.707973,3.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.682587,-87.707973,1.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.944869,-87.832763,1.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.948167,-87.730698,3.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.948167,-87.730698,1.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.94983,-87.69845699999999,1.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.953067,-87.776792,3.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
